state_name,district_name,block_name,panchayat_name,village_name,habitation_name,habitation_id,school_id,school_name,no_of_student,school_category,school_subcategory,update_date
Karnataka,Hassan,Arkalgud,Santhemaruru,"Shenavina Kuppe","Shenavina Kuppe",0000380322,0000060337,"LPS SHENAVINA KUPPE",64,Govt.,"Primary only with grades 1 to 5",2023-01-18
Karnataka,Hassan,Arkalgud,Santhemaruru,Dummi,Dummi,0000380331,0000060343,"LPS DUMMI",7,Govt.,"Primary only with grades 1 to 5",2023-01-18
Karnataka,Hassan,Arkalgud,Saraguru,Seegodu,Seegodu,0000380339,0000060353,"GHPS seegodu",43,Govt.,"Upper Primary with grades 1 to 8",2023-01-18
Karnataka,Hassan,Arkalgud,"Vijapura Forest","Vijapura Forest","Vijapura Forest",0000380346,0000060359,"government High school VIJAPURA FOREST",58,Govt.,"Secondary/Sr. Sec. with grades 1 to 10",2023-01-18
Karnataka,Hassan,Arkalgud,"Vijapura Forest","Vijapura Forest","Vijapura Forest",0000380346,0000060360,"government lower primary school vijapura forest",11,Govt.,"Primary only with grades 1 to 5",2023-01-18
Karnataka,Hassan,Arkalgud,"Vijapura Forest","Vijapura Forest","Harijana Colony",0000380347,0000060361,"government LPS vijapura 2 colony",25,Govt.,"Primary only with grades 1 to 5",2023-01-18
Karnataka,Hassan,Arkalgud,Yalagathavally,Yagati,Ygati,0000380390,0000060401,"HPS YAGATI",76,Govt.,"Upper Primary with grades 1 to 8",2023-01-18
Karnataka,Hassan,Arkalgud,Doddamagge,Doddamagge,Doddamagge,0000380097,0001702080,"AMAR CONVENT",60,Private,"Upper Primary with grades 1 to 8",2023-01-18
Karnataka,Hassan,Arkalgud,Hanyalu,Haralahally,Haralahally,0000380105,0001727502,"glps haralahalli",12,Govt.,"Primary only with grades 1 to 5",2023-01-18
Karnataka,Hassan,Arkalgud,Kattepura,Kattepura,Kattepura,0000380226,0001740738,"gulps kattepura",50,Govt.,"Primary only with grades 1 to 5",2023-01-18
Karnataka,Hassan,Arkalgud,"Kathimallena Hally",Thejur,Thejur,0000380245,0001704956,"GLPS  TEJURUKOPPALU",14,Govt.,"Primary only with grades 1 to 5",2023-01-18
Karnataka,Hassan,Arkalgud,Keralapura,Kerelapura,Keralapura,0000380254,0001732777,"Govt girls higher primary school keralapura",98,Govt.,"Upper Primary with grades 1 to 8",2023-01-18
Karnataka,Hassan,Arkalgud,Keralapura,Kerelapura,Keralapura,0000380254,0001733053,"NALANDA HIGHER PRIMARY SCHOOL",225,Private,"Upper Primary with grades 1 to 8",2023-01-18
Karnataka,Hassan,Arkalgud,Keralapura,Kerelapura,Keralapura,0000380254,0001733067,"INDIRA GHANDI RESIDENCIAL SCHOOL KERALAPURA",140,"Govt. Aided","Higher Secondary with grades 6 to 12",2023-01-18
Karnataka,Hassan,Arkalgud,Koratikere,Kotekarpuravally,Kotekarpuravally,0000380001,0000060001,"LPS KOTEKARPURAVALLI",18,Govt.,"Primary only with grades 1 to 5",2023-01-18
Karnataka,Hassan,Arkalgud,Bannur,"Kurubara Abbur","Kurubara Abbur",0000380007,0000060007,HPSkurubaraabbur,22,Govt.,"Upper Primary with grades 1 to 8",2023-01-18
Karnataka,Hassan,Arkalgud,Kaduvinahosahalli,"Beerna Hally Kaval",Hosanagara,0000380014,0000060013,"HPS beernahallikaval",35,Govt.,"Primary only with grades 1 to 5",2023-01-18
Karnataka,Hassan,Arkalgud,Basvapatna,Bettasoge,Bettasoge,0000380030,0000060029,"GHPS bettasoge",49,Govt.,"Upper Primary with grades 1 to 8",2023-01-18
Karnataka,Hassan,Arkalgud,Belvadi,Dollenahally,"Dollena Hally",0000380035,0000060037,"LPS DOLLENAHALLI",21,Govt.,"Primary only with grades 1 to 5",2023-01-18
Karnataka,Hassan,Arkalgud,Belvadi,Thattavalu,Thattavalu,0000380038,0000060040,"LPS THATTAVALU",21,Govt.,"Primary only with grades 1 to 5",2023-01-18
Karnataka,Hassan,Arkalgud,Bychanahally,"Hetha Gowdana Hally","Hetha Gowdana Hally",0000380049,0000060053,"LPS HETHA GOWDANAHALLY",4,Govt.,"Primary only with grades 1 to 5",2023-01-18
